ISO3,Country,Dataset,Source,Type,TypeDetail,Access,TemporalStart,TemporalEnd,Frequency,Coverage,URL,Resolution,Quality,Notes,APIAvailable,Origins
BHR,Bahrain,Global Surface Water Explorer,European Commission Joint Research Centre,HYDROLOGY / WATER,,Open/Free,1984-2021,,Annual updates,30m resolution,https://global-surface-water.appspot.com/,30m resolution,3,,Yes - Google Earth Engine,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Google Dynamic World (Sentinel-2 Based),Google / World Resources Institute,LAND COVER / LAND USE,,Near-real-time land cover with probability scores for each class; excellent for monitoring rapid development; requires Google Earth Engine access[11],2015-present (near-real-time),,Every 2-5 days (Sentinel-2 revisit),10m resolution,https://www.dynamicworld.app/,10m resolution,5,,Yes - Google Earth Engine API only,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Gridded Population of the World (GPW) v4,NASA SEDAC / Columbia University,POPULATION / DEMOGRAPHICS,,Open/Free,"2000, 2005, 2010, 2015, 2020",,Every 5 years,Census-based population distribution; lower resolution than WorldPop; suitable for regional context[51],https://sedac.ciesin.columbia.edu/data/collection/gpw-v4,,3,,NASA SEDAC API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Groundwater Salinity and Contamination Mapping,Water Resources Management Unit / Ministry of Oil,SPECIAL DATASETS FOR BAHRAIN,,Research/government access,,,,Important for understanding soil corrosivity and contamination risks; groundwater over-extraction has caused widespread salinization; areas of influence mapped; relevant for cathodic protection design and leak detection planning[16],,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Hawar Islands Protected Area,,PROTECTED AREAS / ENVIRONMENTAL,,Gazetted 1997; state-owned; military restricted access,,,,,,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,HERE Technologies Road Data,HERE Technologies,INFRASTRUCTURE - ROADS,,"Very high quality; includes advanced routing attributes (speed limits, restricted access, height/weight restrictions); real-time traffic integration; commercial-grade for pipeline routing applications[21]",Current (quarterly updates for Middle East),,Quarterly,Sub-meter accuracy for road geometry,https://www.here.com/,Sub-meter accuracy for road geometry,4,,"Yes - HERE Maps API, Routing API, Traffic API",TIER1_BEST_DATASETS.csv
BHR,Bahrain,Humanitarian Data Exchange (HDX) - COD Boundaries,Outdated boundaries (2008 source); suitable for humanitarian context but NOT recommended for pipeline routing; use national BSDI or recent GADM instead[42],ADMINISTRATIVE BOUNDARIES,,Open/Free,December 2008 (last major update),,Annual review (last updated November 2020),Vector polygons (Level 0 only for Bahrain),https://data.humdata.org/dataset/cod-ab-bhr,Vector polygons (Level 0 only for Bahrain),3,,Yes - HDX API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,HydroSHEDS,WWF / USGS,HYDROLOGY / WATER,,Open/Free,Based on SRTM 2000,,Static,15 arc-second (~500m),https://www.hydrosheds.org/,15 arc-second (~500m),3,,No dedicated API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Information & eGovernment Authority - National Statistics,Official source for administrative statistics; boundaries align with BSDI[19],ADMINISTRATIVE BOUNDARIES,,Publicly available statistics,Current,,With census and administrative updates,Statistical boundaries,https://www.data.gov.bh/,Statistical boundaries,3,,Limited,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Information & eGovernment Authority - Population Statistics,Information & eGovernment Authority,POPULATION / DEMOGRAPHICS,,Open/Free (summary statistics),Census data (most recent 2020 census: 1.5 million population),,Census every 10 years; annual estimates,Official population counts; 1.6 million population (2024); highly urbanized (89%); essential for understanding population exposure in pipeline routing; governorate-level detail available[43][44],https://www.data.gov.bh/,,3,,Limited data API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,LandScan Global Population,Oak Ridge National Laboratory (ORNL) / US Department of Energy,POPULATION / DEMOGRAPHICS,,Free for US government and qualified users; commercial license available,Annual products (2000-present),,Annual,Ambient population distribution (24-hour average); accounts for daytime/nighttime population movement; slightly coarser than WorldPop but sophisticated methodology; good for risk assessment; licensing restrictions may apply[49][50][51],https://landscan.ornl.gov/,,4,,No public API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Marine Charts and Bathymetry,SLRB (hydrographic survey services) / Regional maritime authorities,SPECIAL DATASETS FOR BAHRAIN,,Maritime charts publicly available; detailed bathymetry may be restricted,,,,Important for submarine pipeline routes; Gulf waters generally shallow around Bahrain; AB4 pipeline route provides precedent for offshore construction[24][1],,,2,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Maxar,Maxar Technologies,SATELLITE IMAGERY,,Commercial license required,Archive from 2008-present; tasking for new imagery,,On-demand tasking; archive refresh varies,"Highest resolution commercial imagery available; excellent for detailed pipeline routing, engineering surveys, as-built verification, and obstruction identification; multispectral and panchromatic; sub-meter accuracy with orthorectification; preferred for final route optimization and permitting; costly but industry standard[54]",https://www.maxar.com/products/imagery,"Highest resolution commercial imagery available; excellent for detailed pipeline routing, engineering surveys, as-built verification, and obstruction identification; multispectral and panchromatic; sub-meter accuracy with orthorectification; preferred for final route optimization and permitting; costly but industry standard[54]",3,,"Yes - Maxar SecureWatch API, ARD API",TIER1_BEST_DATASETS.csv
BHR,Bahrain,Military Installations and Restricted Airspace,Bahrain Defence Force / Civil Aviation Affairs,SPECIAL DATASETS FOR BAHRAIN,,Restricted - formal permissions required,,,,Major constraint for pipeline routing; consultation with security authorities mandatory; some areas absolutely prohibited; visible in commercial satellite imagery but official boundaries require government consultation[52],,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Ministry of Municipalities Affairs & Agriculture - Protected Areas Registry,"Authoritative national source; 6 designated protected areas (1 terrestrial, 5 marine); includes boundaries and management zones[26][27][28]",PROTECTED AREAS / ENVIRONMENTAL,,Restricted - request from environmental authorities; some data in BSDI,Current (established 1995-1997),,Periodic updates as designations change,Vector polygon data,https://www.bahrain.bh/,Vector polygon data,3,,No public API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Ministry of Oil - Water Resources Management Unit Data,"Water Resources Management (WRM) Unit, Ministry of Oil",HYDROLOGY / WATER,,Restricted - government/research institutions only,Current operational data,,Continuous monitoring,National scale groundwater and desalination infrastructure,,National scale groundwater and desalination infrastructure,3,,No public API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Ministry of Transportation and Telecommunications (MTT) Road Data,"Official source for road classifications, traffic regulations, and construction updates; integrates with BSDI[18]",INFRASTRUCTURE - ROADS,,Restricted - government use; some data available through eServices,Current,,Continuous (integrated with traffic management systems),Operational road network data,https://www.mtt.gov.bh/,Operational road network data,3,,Limited API through MyGov application for traffic services,TIER1_BEST_DATASETS.csv
BHR,Bahrain,OneGeology Portal,OneGeology Consortium (international geological surveys),GEOLOGY / SOIL,,Access to international geological data; limited specific Bahrain data but provides regional context[36],Current,,As national surveys contribute,Variable (national survey contributions),http://www.onegeology.org/,Variable (national survey contributions),3,,Yes - WMS services,TIER1_BEST_DATASETS.csv
BHR,Bahrain,OpenInfraMap / OpenStreetMap Utilities,Incomplete coverage for Bahrain; some major transmission lines and substations mapped; NOT reliable for pipeline routing without verification; supplementary data source only[7],"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Open/Free,Current,,,Variable,https://openinframap.org/,Variable,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,OpenStreetMap,,INFRASTRUCTURE - ROADS,,,,,,Qualifier: OSM,,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,OpenStreetMap Bahrain Roads,Continuous crowdsourced updates,INFRASTRUCTURE - ROADS,,Open/Free (ODbL license),"Current (continuously updated since 2007, major ground survey 2017)",,,Variable (street-level detail),https://www.openstreetmap.org/,Variable (street-level detail),3,,"Approximately 94% completeness (9,800 km mapped); high quality in Manama and major cities from 2017 Kaart ground survey with Mapillary imagery; includes street names, classifications, turn restrictions, lanes, surface types; substantial construction development since 2017 may not be captured; northwest rural areas have some missing roads; excellent free alternative but less current than BSDI[20][21]",TIER1_BEST_DATASETS.csv
BHR,Bahrain,OpenStreetMap Pipelines,Sporadic crowdsourced updates,INFRASTRUCTURE - PIPELINES,,Open/Free,Partial coverage,,,Variable (incomplete),https://www.openstreetmap.org/,Variable (incomplete),3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,OpenStreetMap Railways,OpenStreetMap Foundation,INFRASTRUCTURE - RAILWAYS,,Open/Free,Current,,Continuous,N/A (minimal/no railways),https://www.openstreetmap.org/,N/A (minimal/no railways),3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Planet Labs,Planet Labs,SATELLITE IMAGERY,,Commercial subscription required,2016-present (daily global coverage with PlanetScope),,Daily revisit (PlanetScope constellation of 200+ satellites); SkySat tasking,"Unique value proposition of daily monitoring at 3m resolution; SkySat provides 50cm when needed; excellent for construction monitoring, change detection, and security; more affordable than Maxar/Airbus for frequent monitoring; daily coverage useful for tracking development along corridor[54]",https://www.planet.com/,"Unique value proposition of daily monitoring at 3m resolution; SkySat provides 50cm when needed; excellent for construction monitoring, change detection, and security; more affordable than Maxar/Airbus for frequent monitoring; daily coverage useful for tracking development along corridor[54]",3,,Yes - Planet API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Reclamation Projects and Artificial Islands,SLRB / Ministry of Municipalities Affairs & Agriculture,SPECIAL DATASETS FOR BAHRAIN,,Through BSDI and SLRB,Ongoing (rapid development),,SLRB updates through as-built surveys and UAV mapping,Critical for pipeline routing in coastal areas; reclaimed land has different geotechnical properties; frequent updates needed due to ongoing construction; Sentinel-2 imagery shows recent reclamation well; infrastructure placement on reclaimed land requires special design[53][57][52],,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Sabkha (Salt Flat) Mapping,BSDI / SLRB / 1975-76 Geological Survey,SPECIAL DATASETS FOR BAHRAIN,,Through BSDI or SLRB,,,,Essential for pipeline routing and corrosion protection design; sabkhas require specialized construction techniques; southwestern sabkha particularly extensive; gypsum-rich soils cause severe corrosion risk[32][31],,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Sentinel-2,European Space Agency (ESA) / Copernicus Programme,SATELLITE IMAGERY,,"Yes - Copernicus Open Access Hub API, Google Earth Engine, AWS S3",2015-present,,5-day revisit (2 satellites: Sentinel-2A and 2B),"Excellent free baseline imagery; 13 spectral bands; suitable for land cover mapping, vegetation analysis, change detection, and initial routing studies; multispectral capabilities useful for identifying land features; 10m resolution adequate for corridor-level planning; atmospheric correction available[52][53]",https://dataspace.copernicus.eu/,"Excellent free baseline imagery; 13 spectral bands; suitable for land cover mapping, vegetation analysis, change detection, and initial routing studies; multispectral capabilities useful for identifying land features; 10m resolution adequate for corridor-level planning; atmospheric correction available[52][53]",3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,SLRB 3D-Enabled Geospatial Data Model,Survey and Land Registration Bureau (developed with Ordnance Survey UK),SPECIAL DATASETS FOR BAHRAIN,,Restricted - SLRB and authorized users,Current (ongoing National 3D Mapping programme),,Continuous updates,Object-based data model compliant with OGC and ISO standards,https://www.slrb.gov.bh/,Object-based data model compliant with OGC and ISO standards,3,,Internal government use,TIER1_BEST_DATASETS.csv
BHR,Bahrain,SRTM Version 4.1,NASA/USGS,ELEVATION/TERRAIN (DEM),,Open/Free,February 2000 (single acquisition),,Static (historical dataset),Moderate accuracy (±6-10m RMSE for Bahrain); widely used legacy dataset but superseded by Copernicus DEM; void-filled version available[2][3],https://earthexplorer.usgs.gov/,,3,,Yes - USGS Earth Explorer API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Survey and Land Registration Bureau (SLRB) Geological Data,SLRB / Ministry of Municipalities Affairs & Agriculture,GEOLOGY / SOIL,,Restricted - request from SLRB,Current (updated from historical surveys),,Updated through ongoing surveys,"Integrated with 1:1,000 national mapping",https://www.slrb.gov.bh/,"Integrated with 1:1,000 national mapping",3,,No,TIER1_BEST_DATASETS.csv
BHR,Bahrain,TomTom Road Network,TomTom,INFRASTRUCTURE - ROADS,,Commercial license required,Current (quarterly updates),,Quarterly,Sub-meter accuracy,https://www.tomtom.com/,Sub-meter accuracy,4,,Yes - TomTom Maps API,TIER1_BEST_DATASETS.csv
BHR,Bahrain,Tubli Bay Ramsar Wetland Monitoring,Supreme Council for Environment,SPECIAL DATASETS FOR BAHRAIN,,Environmental authority consultation required,,,,Sensitive environmental area; pipeline routing near Tubli Bay requires comprehensive environmental impact assessment; seasonal water levels and ecology documented[26],,,3,,,TIER1_BEST_DATASETS.csv
BHR,Bahrain,UNESCO World Heritage Sites - Bahrain,UNESCO World Heritage Centre / Bahrain Authority for Culture and Antiquities,SPECIAL DATASETS FOR BAHRAIN,,Publicly documented; detailed boundaries require SLRB/heritage authority,Current (protected sites),,Updated with new inscriptions and boundary modifications,Site boundaries with buffer zones,https://whc.unesco.org/,Site boundaries with buffer zones,3,,UNESCO World Heritage API (limited spatial data),TIER1_BEST_DATASETS.csv
